SKU_ID,Lag_Period,Model,Date,Actual,Forecast,CI_Lower,CI_Upper,Error,Abs_Error
1,1,Holt-Winters,2024-05-31,785.1561058,871.044194824289,752.0706776159311,990.0177120326468,-85.888089024289,85.888089024289
2,1,Holt-Winters,2024-05-31,817.3517658999999,862.3739630760256,732.0608950169374,992.6870311351138,-45.02219717602566,45.02219717602566
3,1,Holt-Winters,2024-05-31,605.121396,667.6228037986001,557.5181219443741,777.7274856528261,-62.5014077986001,62.5014077986001
4,1,Holt-Winters,2024-05-31,898.7700419,975.4369321194748,843.7914265797433,1107.0824376592066,-76.66689021947491,76.66689021947491
5,1,Holt-Winters,2024-05-31,789.5399907,893.6825916535139,788.8024175269743,998.5627657800536,-104.14260095351392,104.14260095351392
6,1,Holt-Winters,2024-05-31,0.0,0.0,0.0,16.180020243872093,0.0,0.0
7,1,Holt-Winters,2024-05-31,0.0,0.0,0.0,20.148313138167,0.0,0.0
8,1,Holt-Winters,2024-05-31,772.3285901,907.101336113411,794.766811395524,1019.435860831298,-134.77274601341094,134.77274601341094
9,1,Holt-Winters,2024-05-31,763.3987228999999,875.5259670385897,761.3604765773679,989.6914574998116,-112.12724413858972,112.12724413858972
10,1,Holt-Winters,2024-05-31,100.46723784,108.6755701339118,36.4807216524368,180.8704186153868,-8.208332293911809,8.208332293911809
1,3,Holt-Winters,2024-03-31,1068.084289,881.977732445679,768.0868121587123,995.8686527326456,186.10655655432095,186.10655655432095
1,3,Holt-Winters,2024-04-30,819.7981714,890.0827140267402,776.1917937397735,1003.9736343137068,-70.28454262674018,70.28454262674018
1,3,Holt-Winters,2024-05-31,785.1561058,865.5156684108412,751.6247481238745,979.4065886978078,-80.35956261084118,80.35956261084118
2,3,Holt-Winters,2024-03-31,971.7714255,815.4478798029448,686.8718542401755,944.0239053657142,156.32354569705512,156.32354569705512
2,3,Holt-Winters,2024-04-30,763.6624749,822.5141866771006,693.9381611143313,951.09021223987,-58.85171177710061,58.85171177710061
2,3,Holt-Winters,2024-05-31,817.3517658999999,857.4848232181344,728.9087976553649,986.0608487809038,-40.13305731813443,40.13305731813443
3,3,Holt-Winters,2024-03-31,823.5144856000001,718.5722974895543,609.0707706454845,828.0738243336242,104.94218811044573,104.94218811044573
3,3,Holt-Winters,2024-04-30,603.3620255000001,662.4145754242015,552.9130485801317,771.9161022682714,-59.05254992420146,59.05254992420146
3,3,Holt-Winters,2024-05-31,605.121396,665.3151436702535,555.8136168261836,774.8166705143234,-60.193747670253515,60.193747670253515
4,3,Holt-Winters,2024-03-31,1001.0203061,779.0357280877556,652.0577970553777,906.0136591201336,221.98457801224436,221.98457801224436
4,3,Holt-Winters,2024-04-30,872.4965758000001,905.501150264624,778.523219232246,1032.4790812970018,-33.00457446462383,33.00457446462383
4,3,Holt-Winters,2024-05-31,898.7700419,965.9677115645636,838.9897805321857,1092.9456425969415,-67.19766966456359,67.19766966456359
5,3,Holt-Winters,2024-03-31,962.9258588,839.818233613779,736.2012882214107,943.4351790061472,123.10762518622109,123.10762518622109
5,3,Holt-Winters,2024-04-30,784.1037487,830.407341943405,726.7903965510367,934.0242873357732,-46.303593243404976,46.303593243404976
5,3,Holt-Winters,2024-05-31,789.5399907,889.8078254977121,786.1908801053438,993.4247708900804,-100.26783479771213,100.26783479771213
6,3,Holt-Winters,2024-03-31,0.0,0.0,0.0,31.042200722201983,0.0,0.0
6,3,Holt-Winters,2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0
6,3,Holt-Winters,2024-05-31,0.0,0.0,0.0,6.881432488498348,0.0,0.0
7,3,Holt-Winters,2024-03-31,122.21253328,133.64824644065857,86.55981571456294,180.7366771667542,-11.435713160658564,11.435713160658564
7,3,Holt-Winters,2024-04-30,19.764062374,32.74264634543714,0.0,79.83107707153277,-12.978583971437136,12.978583971437136
7,3,Holt-Winters,2024-05-31,0.0,0.0,0.0,21.700310562756695,0.0,0.0
8,3,Holt-Winters,2024-03-31,931.0711549,817.3143558586287,707.5122304222418,927.1164812950155,113.75679904137132,113.75679904137132
8,3,Holt-Winters,2024-04-30,750.400746,867.5251013912641,757.7229759548773,977.327226827651,-117.12435539126407,117.12435539126407
8,3,Holt-Winters,2024-05-31,772.3285901,907.217313798778,797.4151883623912,1017.0194392351648,-134.888723698778,134.888723698778
9,3,Holt-Winters,2024-03-31,1166.2357165,1022.3914969245284,909.9314911557746,1134.8515026932823,143.8442195754717,143.8442195754717
9,3,Holt-Winters,2024-04-30,875.3614095,919.9283353761512,807.4683296073973,1032.388341144905,-44.56692587615112,44.56692587615112
9,3,Holt-Winters,2024-05-31,763.3987228999999,870.5825686828085,758.1225629140547,983.0425744515624,-107.1838457828086,107.1838457828086
10,3,Holt-Winters,2024-03-31,13.3629899,0.0,0.0,30.15822159058851,13.3629899,13.3629899
10,3,Holt-Winters,2024-04-30,15.935133616,0.5911313074059894,0.0,73.1689512118666,15.34400230859401,15.34400230859401
10,3,Holt-Winters,2024-05-31,100.46723784,105.10321543649398,32.52539553203337,177.6810353409546,-4.635977596493987,4.635977596493987
1,6,Holt-Winters,2023-12-31,852.1713341,687.1864011614375,577.4710809444655,796.9017213784095,164.98493293856245,164.98493293856245
1,6,Holt-Winters,2024-01-31,721.7800454000001,857.378680181647,747.663359964675,967.0940003986192,-135.59863478164698,135.59863478164698
1,6,Holt-Winters,2024-02-29,805.6296277,808.0383042864523,698.3229840694803,917.7536245034244,-2.408676586452316,2.408676586452316
