SKU_ID,Lag_Period,Model,Date,Actual,Forecast,Error,Abs_Error
5,12,XGBoost,2023-08-31,729.3842251,728.7594,0.6248256859374806,0.6248256859374806
5,12,XGBoost,2023-09-30,736.0474045999999,728.5413,7.506083799218686,7.506083799218686
5,12,XGBoost,2023-10-31,930.1641924,837.3426,92.8216020679688,92.8216020679688
5,12,XGBoost,2023-11-30,765.7950106000001,694.52625,71.26876548281257,71.26876548281257
5,12,XGBoost,2023-12-31,944.3963242,692.2433,252.15303806718748,252.15303806718748
5,12,XGBoost,2024-01-31,747.7729711,788.71497,-40.94199472031255,40.94199472031255
5,12,XGBoost,2024-02-29,769.6011282,738.8793,30.72185573906245,30.72185573906245
5,12,XGBoost,2024-03-31,962.9258588,838.8863,124.03956729609376,124.03956729609376
5,12,XGBoost,2024-04-30,784.1037487,723.15967,60.94408073124998,60.94408073124998
5,12,XGBoost,2024-05-31,789.5399907,712.11456,77.42542771171873,77.42542771171873
5,12,XGBoost,2024-06-30,1005.8440559,769.2569,236.5871589273437,236.5871589273437
6,12,XGBoost,2023-07-31,111.33649793000001,94.31848,17.018016484687507,17.018016484687507
6,12,XGBoost,2023-08-31,109.271689651,195.5059,-86.23421550036718,86.23421550036718
6,12,XGBoost,2023-09-30,248.59701838,220.90482,27.692202706171884,27.692202706171884
6,12,XGBoost,2023-10-31,357.41757316,301.08002,56.33755607015627,56.33755607015627
6,12,XGBoost,2023-11-30,209.35103474000002,322.35327,-113.00223674437498,113.00223674437498
6,12,XGBoost,2023-12-31,151.659987179,244.16438,-92.5043957555703,92.5043957555703
6,12,XGBoost,2024-01-31,17.441977154,94.60678,-77.16480385185938,77.16480385185938
6,12,XGBoost,2024-02-29,30.602927432999998,8.081661,22.521266208634763,22.521266208634763
6,12,XGBoost,2024-03-31,0.0,28.492382,-28.492382049560547,28.492382049560547
6,12,XGBoost,2024-04-30,0.0,0.0,0.0,0.0
6,12,XGBoost,2024-05-31,0.0,0.0,0.0,0.0
6,12,XGBoost,2024-06-30,0.0,5.378555,-5.378554821014404,5.378554821014404
7,12,XGBoost,2023-07-31,83.389966443,103.27635,-19.88638548571093,19.88638548571093
7,12,XGBoost,2023-08-31,122.75528517,152.98326,-30.227975938398444,30.227975938398444
7,12,XGBoost,2023-09-30,141.44703911,172.26993,-30.822888868515633,30.822888868515633
7,12,XGBoost,2023-10-31,87.180805705,164.4246,-77.24380061824219,77.24380061824219
7,12,XGBoost,2023-11-30,3.146320119,69.08145,-65.93513129701563,65.93513129701563
7,12,XGBoost,2023-12-31,1.411409504,35.891296,-34.47988688271875,34.47988688271875
7,12,XGBoost,2024-01-31,24.867678659,98.72933,-73.86165331121484,73.86165331121484
7,12,XGBoost,2024-02-29,105.09981122,98.35106,6.748752260039069,6.748752260039069
7,12,XGBoost,2024-03-31,122.21253328,153.47435,-31.261816695585935,31.261816695585935
7,12,XGBoost,2024-04-30,19.764062374,128.31717,-108.55310681545312,108.55310681545312
7,12,XGBoost,2024-05-31,0.0,27.625961,-27.625961303710938,27.625961303710938
7,12,XGBoost,2024-06-30,0.0,90.546326,-90.54632568359375,90.54632568359375
8,12,XGBoost,2023-07-31,912.9004156999999,782.5994,130.3009894304687,130.3009894304687
8,12,XGBoost,2023-08-31,779.0389862,697.1232,81.9157562195312,81.9157562195312
8,12,XGBoost,2023-09-30,712.0266829,661.68695,50.33973221640622,50.33973221640622
8,12,XGBoost,2023-10-31,908.67364,789.7774,118.89623521484373,118.89623521484373
8,12,XGBoost,2023-11-30,719.056327,689.9863,29.06999887500001,29.06999887500001
8,12,XGBoost,2023-12-31,975.1431503,682.0682,293.07497403046875,293.07497403046875
8,12,XGBoost,2024-01-31,775.4086244,806.77716,-31.368536244531242,31.368536244531242
8,12,XGBoost,2024-02-29,758.2221809,690.07086,68.15131908359376,68.15131908359376
8,12,XGBoost,2024-03-31,931.0711549,779.31647,151.75468761484376,151.75468761484376
8,12,XGBoost,2024-04-30,750.400746,719.71277,30.687977445312526,30.687977445312526
8,12,XGBoost,2024-05-31,772.3285901,706.1278,66.20078248281254,66.20078248281254
8,12,XGBoost,2024-06-30,1032.8789402,799.5335,233.34543189921874,233.34543189921874
9,12,XGBoost,2023-07-31,694.9086491,533.67163,161.23701824062505,161.23701824062505
9,12,XGBoost,2023-08-31,551.5322785999999,495.9894,55.5428681996093,55.5428681996093
9,12,XGBoost,2023-09-30,583.5446459,531.0125,52.53213369296873,52.53213369296873
9,12,XGBoost,2023-10-31,862.145092,713.61914,148.52595137499998,148.52595137499998
9,12,XGBoost,2023-11-30,786.8539051,789.6118,-2.75791130624998,2.75791130624998
9,12,XGBoost,2023-12-31,1120.8301724,924.76587,196.06430325937504,196.06430325937504
9,12,XGBoost,2024-01-31,966.8872371,1002.0397,-35.15243575156251,35.15243575156251
9,12,XGBoost,2024-02-29,979.225859,853.4199,125.80593712500001,125.80593712500001
9,12,XGBoost,2024-03-31,1166.2357165,834.9126,331.3231188437501,331.3231188437501
9,12,XGBoost,2024-04-30,875.3614095,812.3616,62.999837234375036,62.999837234375036
9,12,XGBoost,2024-05-31,763.3987228999999,822.8232,-59.42445825234381,59.42445825234381
9,12,XGBoost,2024-06-30,839.913732,732.7483,107.16544098437498,107.16544098437498
10,12,XGBoost,2023-07-31,130.567162,151.09885,-20.53168443554688,20.53168443554688
10,12,XGBoost,2023-08-31,25.840539020999998,74.16256,-48.322020488277346,48.322020488277346
10,12,XGBoost,2023-09-30,0.557039135,97.84962,-97.29257786939453,97.29257786939453
10,12,XGBoost,2023-10-31,48.410380637,148.0001,-99.58972617452343,99.58972617452343
10,12,XGBoost,2023-11-30,71.71797990900001,126.53248,-54.814498423519524,54.814498423519524
10,12,XGBoost,2023-12-31,165.57383852,132.56818,33.00566225046876,33.00566225046876
10,12,XGBoost,2024-01-31,29.44887271,109.77014,-80.3212688915625,80.3212688915625
10,12,XGBoost,2024-02-29,5.453175017,89.696304,-84.24312930428906,84.24312930428906
10,12,XGBoost,2024-03-31,13.3629899,130.72238,-117.35939169179687,117.35939169179687
10,12,XGBoost,2024-04-30,15.935133616,138.70676,-122.77162297579687,122.77162297579687
10,12,XGBoost,2024-05-31,100.46723784,138.47841,-38.01117097347657,38.01117097347657
10,12,XGBoost,2024-06-30,93.43164858,122.95821,-29.526565226152343,29.526565226152343
